Height_Data

node	height
0	705.9405235067543
1	218.1550711032582
2	264.11076227397183
3	224.99961025003356
4	152.60674828130828
5	453.68257498127866
6	933.8054444979261
7	311.31556677063884
8	123.65848999546358
9	365.6488963687492
10	786.3293721819564
11	157.50621427522836
12	341.6449712595447
13	555.918026190572
14	132.3034671627261
15	121.1843583505106
16	401.70875414612806
17	143.42504610807728
18	112.41628763716243
19	125.873400345283
20	231.0704187186779
21	487.30311557492723
22	300.02644511387865
23	609.5685051307115
24	246.5471180131537
25	120.64347725995785
26	182.84126652819924
27	270.61763027105985
28	117.00590388666603
29	367.1749266031931
30	374.13275472167976
31	222.6110935450603
32	203.73014500039181
33	226.10222599012567
34	434.9817475159728
35	215.08606527230776
36	854.0836200553307
37	86.79903899661872
38	168.05650029618528
39	315.38718460755456
40	194.87125104209397
41	87.82739328842024
42	373.83985234926064
43	788.2768907481945
44	706.0093979687888
45	467.13312927325825
46	247.65338916524036
47	565.980014213396
48	449.4747114039498
49	341.38893302135773
50	393.9017502708851
51	964.9297096841749
52	278.2735079492648
53	97.61034482520179
54	478.09364601586867
55	143.25182961318134
56	65.73608046693364
57	302.15669583578165
58	1263.6426617425243
59	251.03031097913606
60	371.07921152980396
61	680.5990147627111
62	64.74736273102039
63	343.71235452027616
64	564.4351735917367
65	383.3010620595735
66	62.22349709275926
67	476.34915243180023
68	173.71177910221436
69	546.6635730519782
70	248.672568635375
71	412.3148697662646
72	734.0195825638148
73	132.42776508156962
74	80.70900302801877
75	564.550571349743
76	136.0422316875499
77	694.90532111718
78	168.67077455675116
79	449.14956495222515
80	932.9736747624656
81	442.9125055765608
82	181.428786095893
83	51.6553795844491
84	257.0356189339434
85	280.8829791448842
86	196.3240130009497
87	359.92991915478336
88	292.42520012754073
89	300.3128408685819
90	348.7949953055468
91	707.0971674788822
92	550.1268829761823
93	693.1898799147447
94	277.15238194818187
95	273.55630252920406
96	232.27563888587798
97	105.90477755191829
98	278.5957718792391
99	834.7002428892741
100	178.00857816427467
101	140.7795286482821
102	488.6633960314026
103	576.4647850513057
104	171.20358280728786
105	290.6860789551611
106	1227.5977040195464
107	223.1476161736053
108	302.23214478874695
109	341.1066249616669
110	195.30684547695319
111	421.7615580392098
112	680.6997755671301
113	178.89825633807422
114	805.9935209718236
115	177.2851067893157
116	455.03664126523535
117	357.3722002308071
118	188.76881101709168
119	822.6544097975478
120	495.4953606787392
121	328.6241935104302
122	341.819755625675
123	189.09838840052007
124	155.31517183136424
125	436.96357046734016
126	489.1794858833922
127	319.09900108480355
128	200.79214483126688
129	205.75589134110353
130	709.6591998924579
131	554.9493342047222
132	232.40899648249137
133	191.33400211917177
134	212.71388516410744
135	174.87827120712743
136	213.88923697380395
137	80.69307338631367
138	501.58303556865815
139	846.4500942620131
140	584.7831568135788
141	625.5873788595028
142	73.18470414103457
143	197.61574976970698
144	158.06679647314502
145	428.63076490377654
146	204.69702961049293
147	280.1765305960749
148	65.5575355944169
149	589.9947916171949
150	236.98801908490498



height_matrix
0.0  162.59515080116537  147.27658707759417  160.31363775224025  184.44459174181534  84.08598284182523  -75.95497366372396  131.54165224537184  194.09401117043024  113.43054237933504  -26.796282891734023  182.81143641050866  121.43185074906987  50.00749910539409  191.21235211467607  194.91872171874792  101.41058978687542  187.50515913289235  197.84141195653064  193.35570772049044  158.2900349293588  72.8791359772757  135.30469279762522  32.12400612534759  153.13113516453353  195.0990154155988  174.3664189928517  145.10763107856482  196.31153987336276  112.9218656345204  110.60258959502485  161.10980998723136  167.40345950212082  159.94609917220953  90.31959199692716  163.61815274481552  -49.381032182858775  206.38049483671188  179.294674403523  130.18444629973325  170.35642415488678  206.03771007277803  110.70022371916455  -27.445455747146724  -0.022958154011490706  79.60246474449869  152.762378113838  46.653503097786114  85.48860403426818  121.51719682846553  104.01292441195642  -86.32972872580686  142.55567185249652  202.77672622718418  75.94895916362856  187.56289796452432  213.40148101327355  134.59460922365756  -185.90071274525664  151.63673750920609  111.62043732565012  8.447169581347737  213.73105359191132  120.74272299549271  47.168449971672544  107.54648714906027  214.57234213799836  76.53045702498468  177.40958146818  53.092316818258695  152.42265162379312  97.87521791349656  -9.359686352353492  191.17091947506157  208.41050682624518  47.12998405233711  189.96609727306813  3.6784007965247554  179.0899163166677  85.59698618484305  -75.6777170852371  87.67600597673118  174.83724580362045  218.09504797410173  149.63496819093697  141.68584812062338  169.87217016860154  115.33686811732365  137.83844112640452  135.2092275460575  119.0485094004025  -0.38554799070928425  51.937880176857334  4.2502145306698935  142.92938051952416  144.12807365918343  157.88829487362545  200.01191531827868  142.44825054250506  -42.91990646083994  175.9773151141599  188.3869982861574  72.42570915845056  43.15857948514952  178.24564689982216  138.4181481838644  -173.8857268375974  160.93096911104968  134.56945957266913  121.61129951502913  170.2112260099337  94.72632182251485  8.413582646541386  175.68075572289337  -33.35099915502312  176.2184722391462  83.63462741383967  116.1894410919824  172.39057082988754  -38.904628763597856  70.14838760933839  125.77210999877471  121.37358929369312  172.2807117020781  183.54178389179668  89.65898434647139  72.25367920778737  128.94717414065025  168.38279289182913  166.7282107218836  -1.2395587952345295  50.33039643401071  157.84384234142098  171.53550712919417  164.40887944754894  177.0207507665423  164.01709551098344  208.41581670681356  68.11916264603207  -46.83652358508627  40.38578889772518  26.784381549083832  210.9186064552399  169.44159124568245  182.62457567786976  92.4365862009926  167.0811646320871  141.92133097022648  213.46099597077915  38.64857729651982  156.3175014739498  
