Height_Data

node	height
0	539.9246550918808
1	1107.200504956825
2	361.87534604268143
3	429.5230023148261
4	703.8494794458057
5	164.88088970960197
6	1249.640144418811
7	805.7770931435512
8	579.8678515753287
9	635.5203992533376
10	494.50091625231244
11	308.66730980706814
12	217.31037616695485
13	350.6546167614985
14	504.17596167944384
15	296.2067111128027
16	652.7805427166948
17	476.6254944984042
18	1215.5999633472125
19	232.06039916637386
20	135.26401953202804
21	213.90639601448655
22	402.1554377822188
23	273.2253542816438
24	1012.5136718173949
25	946.3442516552341
26	85.9700394495638
27	329.5087397952196
28	186.85534817220136
29	1190.46046194657
30	196.9435139988753
31	643.1136994036907
32	407.3943147127679
33	364.7595339076359
34	701.1951017695352
35	503.9528402809573
36	638.38312103852
37	935.4936548891019
38	329.55089846847255
39	559.3703714819948
40	312.39133073887433
41	102.96960478351433
42	606.3130872392588
43	581.98748626934
44	646.7622538778674
45	56.455256007194926
46	359.94311971379057
47	548.1689453107799
48	563.7442414855533
49	436.61946671517813
50	98.01190478734473
51	248.42108088578766
52	429.80037142870333
53	74.82004143830473
54	73.53529696700804
55	865.7673375867232
56	800.6622330787166
57	457.39657039538776
58	592.9426128530047
59	552.6297978789851
60	473.82096591956275
61	912.7283558396019
62	481.3193321283517
63	458.76403199499634
64	329.89012022403665
65	380.26189089655253
66	408.4721819538568
67	438.2598257638089
68	529.0559865474323
69	428.9081398492071
70	1261.6610079999916
71	411.1177483574839
72	385.270659761167
73	706.5197910551124
74	251.06078858798483
75	448.55092220009556
76	530.7727940173421
77	454.5658968604374
78	425.528879085335
79	342.1633521230525
80	764.9229970399747
81	215.5051835139972
82	188.95140811493457
83	562.3260096272185
84	301.0459067669832
85	284.5528351447341
86	632.9672398813786
87	364.6911797495598
88	165.46136342305365
89	816.2885752773407
90	140.69094773859615
91	550.728842508076
92	384.3313494287681
93	231.480346334209
94	219.37662397843815
95	565.0748783580713
96	326.37302343095496
97	643.1136994036907
98	495.50785366746635
99	789.9880589759033
100	231.62586382393062
101	241.74493927548735
102	91.02377532149605
103	488.4768738273651
104	298.11047319554973
105	93.83837835610179
106	238.86059856027055
107	443.5732520489918
108	323.3258210352057
109	1023.1179989724296
110	709.7181191323098
111	354.86439421866174
112	487.33280321079377
113	108.17656087324819
114	205.67966589447673
115	849.9853012889015
116	740.0024030082951
117	587.9646449122646
118	321.7462175698941
119	221.01452831817298
120	618.3110292937203
121	329.78237876992137
122	520.4320280505378
123	340.7064660602213
124	664.2091861100819
125	650.9390407015967
126	478.02864318378533
127	256.6686850195706
128	324.4480007723454
129	604.7245338632193
130	277.3915061971455
131	1006.4983057756564
132	512.2386872640918
133	338.2677016078528
134	805.656221081821
135	564.0782061597077
136	778.7877907434078
137	1006.5484420377501
138	1176.9440283884283
139	402.1647803420455
140	633.389820414259
141	356.78747828910997
142	558.8057171694911
143	340.68091198051616
144	110.88130617194668
145	167.2240283954976
146	631.5173700847114
147	437.05544190035346
148	532.8436939878216
149	164.27808639687126
150	517.1396952815268
151	751.621302452438
152	748.0024338391335
153	283.2081926327593
154	153.7006926143956
155	519.8325740388821
156	540.3247688068893
157	53.55111107147629
158	588.3904593278153
159	1191.7116787797702
160	228.71421556344916
161	348.15461444079693
162	66.36528149767065
163	839.9650446823357
164	952.7255743825561
165	83.92820466808016
166	507.8327336036459
167	301.5456438373112
168	49.677553739243436
169	418.16333281880037
170	377.02467542461585
171	138.21190041374948
172	857.2181991095946
173	182.96996439795998
174	330.4558350075101
175	224.47488452484035
176	113.76996739249094
177	347.70854854669835
178	324.545126598301
179	425.66099783082444
180	116.8203500315856
181	388.95910934879964
182	80.34863426576626
183	403.1490443458132
184	342.2577227373338
185	764.3469722722223
186	382.2578114332993
187	277.0487918414163
188	978.8391860768232
189	831.4750236955331
190	189.44072673347338
191	243.10699809926794
192	465.68234396705907
193	920.7527528763974
194	541.5693496285138
195	948.6245262133986
196	815.0049814170176
197	469.2257711473251
198	609.2305574041327
199	685.9955024362139
200	589.1991833635243



height_matrix
0.0  -189.09194995498135  59.34976968306647  36.80055092568492  -54.641608117974954  125.01458846075963  -236.57182977564335  -88.61747935055675  -13.31439882781595  -31.865248053818902  15.141246279856148  77.08578176160424  107.53809297497533  63.09001277679411  11.916231137479002  81.23931465969272  -37.6186292082713  21.099720197825548  -225.2251027517772  102.62141864183566  134.88687851995093  108.6727530257981  45.92307243655401  88.89976693674569  -157.52967224183803  -135.47319885445106  151.3182052141057  70.13863843222042  117.6897689732265  -216.84526895156304  114.32704703100185  -34.39634810393662  44.176780126371  58.388373728081646  -53.756815559218126  11.990604936974535  -32.81948864887971  -131.85633326574035  70.1245855411361  -6.481905463371305  75.84444145100217  145.65168343612217  -22.129477382459328  -14.020943725819734  -35.612532928662176  161.15646636156197  59.993845126030095  -2.748096739633013  -7.939862131224146  34.43506279223425  147.30425010151203  97.16785806869773  36.70809455439252  155.03487121785872  155.4631193749576  -108.61422749828077  -86.9125259956119  27.5093615654977  -17.672652587041284  -4.235047595701417  22.034563057439357  -124.26790024924034  19.535107654509716  27.053541032294845  70.01151162261473  53.22092139844277  43.817491046008  33.88827644269065  3.6228895148161655  37.005505080891254  -240.5787843027036  42.93563557813232  51.55133177690462  -55.53171198774385  96.28795550129867  30.45791096392844  3.0506203581795717  28.452919410481144  38.13192533551529  65.92043432294278  -74.99944731603128  108.13982385929455  116.99108232564876  -7.4671181784458724  79.62624944163255  85.12393998238225  -31.0141949298326  58.41115844744034  124.8210972229424  -92.12130672848659  133.0779024510949  -3.601395805398397  51.86443522103758  102.81476958589062  106.8493437044809  -8.383407755396803  71.18387722030863  -34.39634810393662  14.805600474804834  -83.35446796134082  102.76626375598342  99.3932386054645  149.63362659012827  17.149260421505232  80.60472729877704  148.69542557859302  100.35468551053677  32.1171343476297  72.19961135222505  -161.06444796018295  -56.59782134680964  61.686753624406364  17.530617293695684  143.9160314062109  111.41499639913471  -103.35354873234022  -66.69258263880477  -16.013329940127903  72.72614584066226  106.30337559123596  -26.128791400613125  70.04742544065316  6.497542347114347  66.40606301055318  -41.42817700606702  -37.004795203238615  20.632003969365172  94.41865669077008  71.82555143984516  -21.59995959044616  87.51104963157846  -155.52455022792518  9.228655942596333  67.21898449467601  -88.57718866331336  -8.051183689275632  -79.62104521717563  -155.54126231528974  -212.33979109884913  45.919958249945125  -31.15505510745939  61.04572560092363  -6.293687359203432  66.41458103712156  143.01444963997807  124.23354223212775  -30.53090499761018  34.28973773050913  2.3603203680197566  125.21552289833653  7.5949866034513605  -70.56554912018572  -69.35925958241754  85.57215415304053  128.7413208258284  6.697360350999588  -0.13337123833616715  162.12451467346818  -16.15526807864481  -217.26234122929642  103.7368131761439  63.923346883694634  157.8531245314034  -100.01346319681826  -137.60030643022512  151.99881680793357  10.697307162744977  79.45967041818987  163.41570045087914  40.58710742436017  54.29999322242166  133.90425155937712  -105.76451467257127  118.98489689797361  69.8229400281236  105.14992352234684  142.0515625664633  64.07203551506083  71.79317616452661  38.08788575368547  141.03476835343176  50.32184858102707  153.1920069420382  45.59187024868922  65.88897745151569  -74.80743906011381  52.55561455286052  87.62528775015485  -146.30484366164748  -97.18345620121741  116.82797611946916  98.93921899753764  24.74743704160727  -126.94269926150551  -0.5482315122109753  -136.23329037383925  -91.69344210837889  23.56629464818525  -23.101967437417272  -48.69028244811102  -16.424842757214492  
