Height_Data

node	height
0	359.8160121181623
1	818.1683524346748
2	319.3369271581191
3	577.0640680643742
4	243.73886372876515
5	482.6246442725587
6	469.5173496759731
7	433.16640822069496
8	282.5773947830999
9	282.64318111539933
10	401.2499607122577
11	636.4671929103114
12	448.05331158293484
13	825.2004347296092
14	908.4909362804693
15	185.92517688925048
16	561.7346582880131
17	566.5916288510335
18	206.57305816279705
19	115.88391635180712
20	368.9379057987146
21	151.44063385330037
22	837.734622912823
23	443.6362272146721
24	84.4771036899056
25	971.0242254996834
26	185.6367423798122
27	373.0368298434945
28	92.13360982303601
29	776.1640170540378
30	345.9637247875898
31	361.9883163853729
32	231.2886802173423
33	276.0039187663551
34	1164.58932147269
35	504.343627186499
36	952.6085081387703
37	728.2444003598374
38	419.4029471168539
39	314.1918573123123
40	392.86138931125123
41	151.33107070607687
42	280.50358883251977
43	336.7540108644655
44	365.38822291882633
45	198.01823641374102
46	331.28320593744405
47	229.98936383567198
48	645.0829395447671
49	468.21128011459257
50	317.6618756026008
51	95.64249760219604
52	476.1608714262199
53	184.07726862181468
54	495.5926119635581
55	781.7690374680873
56	508.20537276612527
57	161.83785518342398
58	63.55216666611393
59	224.645690982611
60	308.94908638733676
61	506.66748173726864
62	499.9043563871105
63	89.70555011766083
64	81.27710579676553
65	558.395717705403
66	302.8673928849149
67	244.28581188992874
68	914.1719951600176
69	615.9479899083943
70	244.16521930956043
71	463.244735516771
72	208.254014635802
73	227.27615152165063
74	314.7896465913588
75	1116.579439878663
76	204.0396687570058
77	610.602547682086
78	133.97980740349033
79	139.67402768899737
80	395.0174367334477
81	413.8127915477085
82	306.0553463777179
83	452.14006379511574
84	400.49895433241795
85	649.3781864384464
86	183.14463047515187
87	261.9024035820627
88	415.01465437801517
89	300.71095455926155
90	589.5515946578207
91	576.245941842186
92	149.83858503660716
93	77.90928857386551
94	451.922034670469
95	774.1802060289378
96	528.5954527264389
97	295.64463624887054
98	611.9324971766954
99	278.1305490755733
100	534.3337480550091
101	273.69277856693975
102	404.2002146553421
103	337.49445480804445
104	1081.9863836645088
105	204.74347195152725
106	295.55911402157307
107	897.0347328322247
108	730.7639795970226
109	710.2740029127796
110	59.7162760209096
111	733.7595294828354
112	989.2005305493691
113	317.3147148826692
114	484.4767412768778
115	209.16650553273132
116	734.458387416881
117	221.13597794803573
118	608.6370537831834
119	565.7255182781327
120	401.16443289284433
121	335.2949978924143
122	373.6918561056472
123	676.9650028414559
124	603.2574619331692
125	247.63809011187544
126	288.0335011653264
127	735.6252410549132
128	1181.8181873113879
129	914.3487213477468
130	565.2728616506166
131	541.4192771550042
132	457.77538410152596
133	387.18525009518845
134	451.32684983247725
135	854.6517809678732
136	444.3188056167937
137	890.6250166016616
138	302.464307780313
139	301.68256435916453
140	182.19859990506518
141	583.4982722200365
142	478.7535183905753
143	370.19352470304466
144	392.0255078692326
145	113.02395409752252
146	854.8199123563335
147	339.74194258555315
148	669.0776688315908
149	312.0232778901811
150	274.75387317460786
151	321.1197432817932
152	185.63119540373114
153	677.5529298488406
154	463.5751176061919
155	224.9534531896427
156	733.0160040121723
157	184.6495299345718
158	353.95534453066114
159	691.2468143925931
160	139.45440268096337
161	469.00578078025563
162	266.21070284856205
